Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
05/23/2020 05:35:00 PM,024XX W DIVISION ST,Нападение,SIMPLE,УЛИЦА,false,true,14
08/19/2020 02:00:00 AM,039XX W ARTHINGTON ST,Кража со взломом,FORCIBLE ENTRY,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,false,false,11,
07/06/2020 02:30:00 AM,013XX W HURON ST,Нападение,TO VEHICLE,ГАРАЖ,false,false,12,
09/30/2020 03:00:00 PM,024XX S CHRISTIANA AVE,УГОН АВТОМОБИЛЯ,FRAUD OR CONFIDENCE GAME,УЛИЦА,false,false,10,
02/06/2021 03:00:00 PM,021XX W 95TH ST,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕСТОРАН,false,false,22,
07/28/2020 11:17:00 AM,040XX N ALBANY AVE,УГОН АВТОМОБИЛЯ,FRAUD OR CONFIDENCE GAME,Квартира,false,false,17,
01/29/2021 07:30:00 PM,050XX N NORDICA AVE,Кража,$500 AND UNDER,ПОДЪЕЗД - ЖИЛОЙ,false,false,16,
08/12/2020 10:15:00 AM,049XX N MILWAUKEE AVE,НАРКОТИКИ,POSS: HEROIN(WHITE),CTA STATION,true,false,16,
08/09/2020 11:50:00 AM,035XX N HALSTED ST,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,19,
03/01/2021 02:06:00 PM,004XX S KOSTNER AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT $300 AND UNDER,БЕНЗОКОЛОНКА,false,false,11,
03/31/2020 10:00:00 AM,006XX E 85TH ST,Драка,PRO EMP HANDS NO/MIN INJURY,SCHOOL, PUBLIC, СТРОЙКА,false,false,6
10/15/2020 12:00:00 AM,066XX S MAPLEWOOD AVE,Драка,AGGRAVATED: HANDGUN,УЛИЦА,false,false,8
08/14/2020 04:30:00 AM,007XX S ASHLAND AVE,Кража,$500 AND UNDER,УЛИЦА,true,true,12
01/31/2021 12:00:00 PM,015XX N KILDARE AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT $300 AND UNDER,РЕЗИДЕНЦИЯ,false,false,25
12/01/2020 11:00:00 AM,068XX S THROOP ST,Кража,OVER $500,УЛИЦА,false,false,7
01/16/2020 07:40:00 AM,116XX S UNION AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,5
11/20/2020 08:00:00 AM,049XX N LEAVITT ST,Кража,$500 AND UNDER,УЛИЦА,false,false,20
10/16/2020 11:50:00 PM,011XX W 18TH PL,Нападение,SIMPLE,Квартира,true,true,12
09/08/2020 04:35:00 PM,044XX W FIFTH AVE,Драка,SIMPLE,Тротуар,true,false,11
08/09/2020 09:30:00 AM,087XX S ASHLAND AVE,Кража,OVER $500,БИЗНЕС-ОФИС,false,false,22
09/10/2020 02:00:00 AM,072XX S ROCKWELL ST,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕЗИДЕНЦИЯ,false,true,8
01/26/2020 02:30:00 AM,024XX N HALSTED ST,Драка,DOMESTIC BATTERY SIMPLE,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,true,19
11/25/2020 12:00:00 PM,082XX S SOUTH SHORE DR,Кража,OVER $500,Квартира,false,false,4
04/24/2020 08:00:00 PM,007XX N AVERS AVE,Кража,TO PROPERTY,СКЛАД,false,false,11
10/04/2020 06:45:00 PM,050XX W WASHINGTON BLVD,Кража,OVER $500,УЛИЦА,false,true,15
05/18/2020 03:45:00 PM,073XX S JEFFERY BLVD,Нападение,SIMPLE,, PUBLIC, GROUNDS,false,false,3,
01/05/2020 02:00:00 PM,002XX W 104TH PL,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,false,5,
09/29/2020 10:56:00 AM,079XX S KINGSTON AVE,Нападение,AGGRAVATED: HANDGUN,Квартира,true,true,4,
05/22/2020 01:45:00 PM,078XX S EXCHANGE AVE,Драка,AGGRAVATED: Другое DANG WEAPON,Тротуар,false,false,4,
01/20/2020 12:30:00 PM,054XX W MONROE ST,Драка,SIMPLE,РЕЗИДЕНЦИЯ,false,false,15,
11/27/2020 02:30:00 AM,020XX S MICHIGAN AVE,Кража,OVER $500,УЛИЦА,false,false,1,
03/15/2020 08:14:00 AM,014XX S LAWNDALE AVE,Нападение,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,true,true,10,
02/07/2020 07:00:00 PM,076XX S HAMILTON AVE,Кража,$500 AND UNDER,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,false,6,
01/17/2021 02:00:00 PM,034XX N ALBANY AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,false,17,
08/31/2020 04:00:00 PM,062XX S WOOD ST,Нападение,TO РЕЗИДЕНЦИЯ,РЕЗИДЕНЦИЯ,false,false,7,
04/26/2020 04:29:00 AM,047XX N SHERIDAN RD,Драка,SIMPLE,УЛИЦА,false,false,19,
09/12/2020 08:00:00 PM,018XX W LELAND AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,19,
10/23/2020 04:10:00 PM,017XX W 119TH ST,Нападение,SIMPLE,РЕСТОРАН,false,false,22,
12/19/2020 04:00:00 AM,037XX N BROADWAY,Кража,FROM BUILDING,БАР ИЛИ ТАВЕРНА,false,false,19,
09/05/2020 01:04:00 AM,072XX S EMERALD AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY ELECTRONIC MEANS,РЕЗИДЕНЦИЯ,false,false,7,
03/01/2021 07:15:00 PM,042XX W ARMITAGE AVE,Ограбление,ARMED: HANDGUN,ALLEY,false,false,25,
02/29/2020 07:05:00 PM,040XX W 26TH ST,ДРУГОЕ НАРУШЕНИЕ,VIOLATE ORDER OF PROTECTION,Тротуар,false,false,10,
12/29/2020 10:25:00 AM,017XX N SAYRE AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕЗИДЕНЦИЯ,false,false,25,
11/03/2020 02:08:00 AM,061XX W CORNELIA AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,16,
04/09/2020 06:25:00 PM,024XX N LINCOLN AVE,Кража,RETAIL THEFT,Аптека,true,false,19,
07/29/2020 04:05:00 PM,077XX S LOOMIS BLVD,HOMICIDE,FIRST DEGREE MURDER,УЛИЦА,false,false,6,
06/18/2020 08:00:00 AM,120XX S PERRY AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,5,
07/03/2020 10:00:00 AM,092XX S MAY ST,Кража,OVER $500,СВОБОДНЫЙ УЧАСТОК / ЗЕМЛЯ,false,false,22,
03/12/2020 12:13:00 PM,050XX S MAY ST,Кража со взломом,FORCIBLE ENTRY,РЕЗИДЕНЦИЯ,false,false,9,
04/19/2020 08:15:00 PM,021XX W NORTH AVE,Кража,OVER $500,УЛИЦА,false,false,14,
05/30/2020 09:00:00 PM,043XX N NARRAGANSETT AVE,Драка,SIMPLE,УЛИЦА,false,false,16,
12/18/2020 03:30:00 PM,013XX N AVERS AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,25,
03/20/2020 10:25:00 AM,051XX S TALMAN AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,9,
06/18/2020 08:33:00 PM,053XX N LINCOLN AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,Квартира,false,false,20,
12/13/2020 08:57:00 PM,015XX W 18TH ST,Драка,SIMPLE,УЛИЦА,false,false,12,
09/27/2020 11:30:00 PM,0000X W HUBBARD ST,Кража,PURSE-SNATCHING,УЛИЦА,false,false,18,
08/31/2020 09:43:00 PM,010XX N LARRABEE ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,18,
02/07/2021 07:30:00 PM,018XX W WELLINGTON AVE,ДРУГОЕ НАРУШЕНИЕ,FALSE/STOLEN/ALTERED TRP,УЛИЦА,false,false,19,
12/17/2020 02:25:00 PM,004XX S RACINE AVE,Кража,PURSE-SNATCHING,Тротуар,false,false,12,
07/23/2020 11:45:00 PM,046XX S WASHTENAW AVE,Нападение,SIMPLE,Тротуар,false,false,9,
07/04/2020 10:35:00 PM,004XX E 33RD PL,Нападение,SIMPLE,УЛИЦА,false,false,2,
01/02/2021 08:00:00 AM,001XX S ABERDEEN ST,Кража,OVER $500,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,false,12,
01/22/2021 03:38:00 PM,065XX S FAIRFIELD AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,8,
03/11/2020 09:15:00 AM,002XX E 51ST ST,Кража,$500 AND UNDER,БЕНЗОКОЛОНКА,true,false,2,
03/19/2020 11:45:00 PM,050XX W IRVING PARK RD,Кража,TO PROPERTY,Квартира,false,false,16,
05/25/2020 06:00:00 PM,038XX W 86TH PL,Кража со взломом,FORCIBLE ENTRY,ГАРАЖ,false,false,8,
01/31/2020 05:00:00 PM,046XX W PATTERSON AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY ELECTRONIC MEANS,РЕЗИДЕНЦИЯ,false,false,17,
01/05/2020 03:40:00 PM,086XX W FOSTER AVE,Нападение,SIMPLE,SCHOOL, PUBLIC, GROUNDS,false,false,16,
01/30/2020 07:00:00 AM,014XX N CLEVELAND AVE,Кража,TO VEHICLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,false,18,
01/02/2021 11:40:00 AM,046XX S LAVERGNE AVE,Ограбление,ARMED: HANDGUN,Другое,false,false,8,
12/12/2020 12:01:00 AM,001XX W 104TH ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,5,
06/10/2020 10:32:00 PM,091XX S CARPENTER ST,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,УЛИЦА,true,false,22,
06/21/2020 11:00:00 PM,046XX W JACKSON BLVD,Драка,SIMPLE,PARK PROPERTY,false,false,11,
10/03/2020 04:13:00 PM,0000X S HALSTED ST,Кража,RETAIL THEFT,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,true,false,12,
11/09/2020 02:00:00 PM,082XX S EVANS AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,6,
11/27/2020 05:30:00 PM,006XX N SAWYER AVE,Нападение,SIMPLE,УЛИЦА,false,false,11,
04/10/2020 04:53:00 PM,010XX N LAWLER AVE,Драка,AGGRAVATED: HANDGUN,Тротуар,true,false,15,
01/07/2020 07:25:00 AM,043XX N ASHLAND AVE,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,19,
08/17/2020 12:30:00 PM,074XX S RHODES AVE,Кража,OVER $500,УЛИЦА,false,false,3,
02/26/2021 05:00:00 PM,063XX S MOBILE AVE,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,УЛИЦА,true,false,8,
01/03/2021 03:00:00 PM,079XX S STATE ST,Кража,$500 AND UNDER,БЕНЗОКОЛОНКА,false,true,6,
08/06/2020 10:50:00 PM,011XX S ST LOUIS AVE,Драка,DOMESTIC BATTERY SIMPLE,Тротуар,false,true,11,
02/24/2021 09:45:00 PM,005XX N LECLAIRE AVE,Кража,OVER $500,УЛИЦА,false,false,15,
03/19/2020 05:00:00 PM,021XX N CLARK ST,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,18,
10/03/2020 05:50:00 PM,075XX S STONY ISLAND AVE,Ограбление,ATTEMPT: STRONGARM-NO WEAPON,Гараж,false,false,4,
06/20/2020 11:45:00 PM,0000X E MADISON ST,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,CONVENIENCE STORE,false,false,1,
06/08/2020 07:40:00 PM,037XX N WESTERN AVE,KIDNAPPING,CHILD ABDUCTION/STRANGER,Тротуар,false,false,19,
05/08/2020 12:00:00 PM,057XX S ELIZABETH ST,УГОН АВТОМОБИЛЯ,FRAUD OR CONFIDENCE GAME,РЕЗИДЕНЦИЯ,false,false,7,
09/04/2020 08:12:00 AM,063XX S DR MARTIN LUTHER KING JR DR,Драка,DOMESTIC BATTERY SIMPLE,Квартира,true,true,3,
01/11/2020 04:24:00 PM,112XX S MICHIGAN AVE,Ограбление,ARMED: HANDGUN,PAWN SHOP,false,false,5,
06/10/2020 01:40:00 PM,022XX W WALNUT ST,Кража,OVER $500,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,false,false,12,
08/08/2020 07:00:00 PM,041XX W 21ST PL,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,10,
09/10/2020 02:00:00 PM,006XX S WABASH AVE,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ,false,false,1,
11/06/2020 12:00:00 PM,025XX W HADDON AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,Квартира,false,false,12,
01/06/2021 12:15:00 AM,0000X N LARAMIE AVE,Ограбление,ARMED: HANDGUN,Тротуар,false,false,15,
11/15/2020 09:30:00 AM,056XX N KIMBALL AVE,Кража,TO VEHICLE,УЛИЦА,true,false,17,
09/16/2020 03:30:00 PM,016XX W BELMONT AVE,Кража,OVER $500,CTA BUS,false,false,19,
01/28/2020 12:05:00 AM,064XX S CHAMPLAIN AVE,Кража,TO VEHICLE,УЛИЦА,true,false,3,
05/28/2020 02:00:00 PM,012XX W CORNELIA AVE,Кража со взломом,UNLAWFUL ENTRY,ГАРАЖ,false,false,19,
08/09/2020 07:00:00 PM,040XX N PULASKI RD,Кража,OVER $500,УЛИЦА,false,false,17,
01/19/2021 11:00:00 PM,043XX W HIRSCH ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,25,
08/06/2020 06:30:00 PM,017XX W PEARSON ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,12,
11/04/2020 01:00:00 PM,008XX E 49TH ST,Кража со взломом,UNLAWFUL ENTRY,Квартира,false,false,2,
07/07/2020 06:00:00 PM,018XX S KILDARE AVE,Драка,AGGRAVATED: Другое DANG WEAPON,УЛИЦА,false,false,10,
11/08/2020 09:00:00 PM,085XX S KILBOURN AVE,Нападение,SIMPLE,Тротуар,false,false,8,
06/06/2020 09:00:00 PM,006XX E 88TH PL,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,6,
08/16/2020 10:45:00 PM,010XX W MARQUETTE RD,Драка,DOMESTIC BATTERY SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),true,true,7,
02/15/2020 01:07:00 PM,010XX N LOCKWOOD AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕЗИДЕНЦИЯ,false,true,15,
05/07/2020 08:55:00 PM,042XX W FILLMORE ST,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY ELECTRONIC MEANS,РЕЗИДЕНЦИЯ,false,false,11,
07/11/2020 09:00:00 AM,097XX S INDIANA AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,true,5,
01/13/2021 04:00:00 PM,071XX S EAST END AVE,ПРАВОНАРУШЕНИЕ В ОТНОШЕНИИ ДЕТЕЙ,ДРУГОЕ НАРУШЕНИЕ,Квартира,false,true,3,
05/15/2020 07:00:00 AM,001XX W MAPLE ST,Драка,SIMPLE,Другое,false,false,18,
06/02/2020 01:30:00 PM,011XX S HOMAN AVE,Драка,PRO EMP HANDS NO/MIN INJURY,SCHOOL, PRIVATE, СТРОЙКА,false,false,11
07/02/2020 02:00:00 AM,009XX N HOWE ST,УГОН АВТОМОБИЛЯ,COUNTERFEITING DOCUMENT,УЛИЦА,false,false,18
10/06/2020 10:00:00 PM,027XX W HADDON AVE,Кража,$500 AND UNDER,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,false,12
06/13/2020 07:50:00 AM,026XX N HALSTED ST,Кража,OVER $500,Квартира,false,false,19
11/28/2020 12:35:00 PM,041XX W MADISON ST,Кража,TO PROPERTY,Тротуар,false,false,11
10/07/2020 10:30:00 PM,048XX W MADISON ST,Драка,DOMESTIC BATTERY SIMPLE,Гараж,false,true,15
10/31/2020 12:01:00 AM,008XX N RIDGEWAY AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,РЕЗИДЕНЦИЯ,false,false,11
02/29/2020 09:35:00 PM,110XX S GREEN ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,22
12/07/2020 07:49:00 PM,064XX S DR MARTIN LUTHER KING JR DR,Кража,TO PROPERTY,Квартира,false,true,3
02/27/2021 06:00:00 PM,029XX N SHERIDAN RD,Кража,$500 AND UNDER,РЕЗИДЕНЦИЯ,false,false,19
06/04/2020 08:50:00 PM,004XX W EVERGREEN AVE,НАРКОТИКИ,POSS: CRACK,Тротуар,true,false,18
02/01/2021 09:15:00 AM,002XX W 108TH ST,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,true,5
09/01/2020 08:15:00 PM,076XX S RACINE AVE,Нападение,SIMPLE,УЛИЦА,true,false,6
01/27/2020 10:30:00 PM,051XX S LAKE PARK AVE,Драка,DOMESTIC BATTERY SIMPLE,Гараж,false,true,2
12/01/2020 03:37:00 PM,092XX S COMMERCIAL AVE,ДРУГОЕ НАРУШЕНИЕ,VEHICLE TITLE/REG OFFENSE,УЛИЦА,true,false,4
04/16/2020 09:15:00 PM,044XX W WASHINGTON BLVD,Драка,SIMPLE,Квартира,false,false,11
09/13/2020 02:00:00 AM,103XX S CALHOUN AVE,ПРАВОНАРУШЕНИЕ В ОТНОШЕНИИ ДЕТЕЙ,AGG CRIM SEX ABUSE FAM MEMBER,РЕЗИДЕНЦИЯ,false,true,4
02/06/2021 03:40:00 PM,024XX W 71ST ST,Драка,AGGRAVATED: HANDGUN,ALLEY,false,false,8
11/13/2020 04:00:00 PM,053XX S INDIANA AVE,ДРУГОЕ НАРУШЕНИЕ,Другое VEHICLE OFFENSE,УЛИЦА,false,false,2
01/03/2021 01:15:00 PM,051XX S CICERO AVE,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,РЕСТОРАН,false,false,8
05/27/2020 10:30:00 PM,044XX N KIMBALL AVE,Драка,SIMPLE,Квартира,true,false,17
08/06/2020 10:30:00 AM,079XX S KENWOOD AVE,Кража,$500 AND UNDER,РЕЗИДЕНЦИЯ,false,false,4
07/28/2020 10:05:00 PM,054XX S WINCHESTER AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Тротуар,true,false,9
08/26/2020 10:00:00 PM,007XX W IRVING PARK RD,Кража,OVER $500,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,19
03/18/2020 01:00:00 AM,027XX S CALIFORNIA AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,GOVERNMENT BUILDING/PROPERTY,false,false,10
02/16/2020 10:30:00 PM,022XX W FULLERTON AVE,Кража,$500 AND UNDER,ALLEY,false,false,14
01/13/2021 01:40:00 AM,001XX W 116TH ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,5
10/15/2020 12:04:00 AM,015XX W HURON ST,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,РЕЗИДЕНЦИЯ,false,false,12
01/27/2020 07:35:00 PM,062XX S MORGAN ST,Драка,AGG: HANDS/FIST/FEET SERIOUS INJURY,УЛИЦА,true,false,7
10/19/2020 11:00:00 AM,008XX S KEDZIE AVE,Нападение,SIMPLE,ГАРАЖ,false,false,11
10/30/2020 07:00:00 AM,032XX W 87TH ST,Кража,RETAIL THEFT,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,true,false,8
01/28/2021 04:00:00 PM,081XX S MORGAN ST,Ограбление,AGGRAVATED VEHICULAR HIJACKING,УЛИЦА,false,false,6
02/19/2021 09:00:00 PM,027XX W TOUHY AVE,Кража,TO VEHICLE,УЛИЦА,false,false,24
06/07/2020 04:50:00 AM,085XX S ST LAWRENCE AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,6
06/24/2020 11:40:00 AM,013XX S KARLOV AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,10
03/19/2020 04:55:00 AM,067XX S INDIANA AVE,Ограбление,STRONGARM - NO WEAPON,Тротуар,false,true,3
11/21/2020 10:00:00 PM,013XX W TOUHY AVE,Кража,$500 AND UNDER,Квартира,false,false,24
11/24/2020 02:51:00 PM,023XX N MOODY AVE,Нападение,SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,true,25
01/14/2020 02:00:00 AM,028XX S QUINN ST,Кража,$500 AND UNDER,УЛИЦА,false,false,9
05/20/2020 06:15:00 PM,028XX W FIFTH AVE,НАРКОТИКИ,MANU/DELIVER: HEROIN (WHITE),Тротуар,true,false,11
06/15/2020 01:30:00 PM,001XX S MICHIGAN AVE,Кража,FROM BUILDING,РЕСТОРАН,false,false,1
08/06/2020 01:16:00 PM,007XX N TRUMBULL AVE,НАРКОТИКИ,MANU/DELIVER: HEROIN (WHITE),Тротуар,true,false,11
01/08/2020 10:50:00 AM,009XX E 82ND ST,Кража,TO PROPERTY,УЛИЦА,false,true,6
02/21/2021 03:00:00 PM,003XX E 44TH ST,Кража,$500 AND UNDER,УЛИЦА,false,false,2
02/18/2020 09:00:00 AM,026XX S TROY ST,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,false,10
06/02/2020 01:00:00 PM,062XX S KENNETH AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,true,8
01/05/2020 03:55:00 AM,005XX W 119TH ST,Кража со взломом,FORCIBLE ENTRY,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,false,false,5
10/06/2020 09:00:00 PM,027XX E 75TH PL,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,false,4
05/10/2020 06:00:00 PM,034XX N CICERO AVE,Кража со взломом,FORCIBLE ENTRY,, PRIVATE, СТРОЙКА,false,false,17,
02/28/2020 10:25:00 PM,012XX S MICHIGAN AVE,Нападение,SIMPLE,Тротуар,false,false,1,
03/13/2020 08:45:00 AM,075XX S GREEN ST,Ограбление,STRONGARM - NO WEAPON,Тротуар,false,false,6,
05/09/2020 06:30:00 PM,053XX N CHRISTIANA AVE,УГОН АВТОМОБИЛЯ,ATTEMPT - FINANCIAL IDENTITY THEFT,РЕЗИДЕНЦИЯ,false,false,17,
11/21/2020 08:00:00 AM,081XX S CORNELL AVE,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ,false,false,4,
05/13/2020 06:00:00 AM,0000X E 21ST ST,Кража,$500 AND UNDER,УЛИЦА,false,false,1,
04/06/2020 10:00:00 AM,020XX W WASHINGTON BLVD,Кража,OVER $500,Гараж,false,false,12,
02/21/2021 08:05:00 PM,007XX S CENTRAL PARK AVE,НАРКОТИКИ,MANU/DELIVER: HEROIN (WHITE),Тротуар,true,false,11,
09/12/2020 11:27:00 AM,096XX S CALHOUN AVE,ДРУГОЕ НАРУШЕНИЕ,PAROLE VIOLATION,Тротуар,true,false,4,
08/28/2020 02:57:00 AM,124XX S WALLACE ST,Нападение,AGG PO HANDS NO/MIN INJURY,ALLEY,true,false,5,
02/21/2020 01:30:00 PM,038XX W LELAND AVE,Драка,SIMPLE,Квартира,false,false,17,
10/18/2020 07:30:00 PM,014XX W WEBSTER AVE,Кража,OVER $500,УЛИЦА,false,false,18,
04/29/2020 08:20:00 AM,120XX S MICHIGAN AVE,НАРКОТИКИ,FOUND SUSPECT НАРКОТИКИ,РЕЗИДЕНЦИЯ,true,false,5,
10/05/2020 11:45:00 AM,040XX W ARMITAGE AVE,Ограбление,ARMED:KNIFE/CUTTING INSTRUMENT,Тротуар,false,false,25,
11/25/2020 12:15:00 PM,008XX W SUPERIOR ST,Кража,$500 AND UNDER,УЛИЦА,false,false,12,
09/12/2020 04:00:00 PM,035XX S RHODES AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,2,
03/29/2020 10:35:00 PM,067XX S SPRINGFIELD AVE,Ограбление,STRONGARM - NO WEAPON,Тротуар,false,false,8,
01/14/2021 03:57:00 PM,023XX S DR MARTIN LUTHER KING JR DR,Кража,POCKET-PICKING,Другое,false,false,1,
05/27/2020 11:50:00 AM,075XX S EMERALD AVE,Ограбление,ATTEMPT: ARMED-HANDGUN,ALLEY,false,false,6,
02/29/2020 12:15:00 PM,048XX W MONROE ST,НАРКОТИКИ,MANU/DEL:CANNABIS 10GM OR LESS,Тротуар,true,false,15,
09/29/2020 09:00:00 PM,060XX S MICHIGAN AVE,Кража,OVER $500,УЛИЦА,false,true,3,
01/01/2020 01:00:00 PM,020XX E 72ND PL,Драка,SIMPLE,Квартира,false,false,3,
04/06/2020 10:00:00 AM,007XX W 117TH PL,Кража,$500 AND UNDER,УЛИЦА,false,false,5,
06/20/2020 02:23:00 PM,013XX W 80TH ST,Драка,DOMESTIC BATTERY SIMPLE,Тротуар,false,true,6,
09/24/2020 02:30:00 PM,016XX E 55TH ST,ДРУГОЕ НАРУШЕНИЕ,Другое VEHICLE OFFENSE,РЕЗИДЕНЦИЯ,false,false,2,
03/29/2020 11:22:00 AM,058XX S WESTERN AVE,ДРУГОЕ НАРУШЕНИЕ,LICENSE VIOLATION,Другое,true,false,8,
06/10/2020 08:30:00 PM,014XX S LAFLIN ST,Кража,POCKET-PICKING,PARK PROPERTY,false,false,12,
02/21/2020 05:30:00 PM,026XX S DR MARTIN LUTHER KING JR DR,Кража,OVER $500,УЛИЦА,false,false,1,
06/21/2020 12:31:00 AM,043XX W WILCOX ST,Драка,DOMESTIC BATTERY SIMPLE,УЛИЦА,false,true,11,
06/10/2020 09:00:00 AM,063XX W WAVELAND AVE,Кража со взломом,UNLAWFUL ENTRY,РЕЗИДЕНЦИЯ,false,false,16,
11/24/2020 02:35:00 AM,079XX S GREENWOOD AVE,Кража,TO PROPERTY,Квартира,false,false,6,
08/28/2020 06:00:00 PM,023XX N LARAMIE AVE,УГОН АВТОМОБИЛЯ,ILLEGAL USE CASH CARD,РЕЗИДЕНЦИЯ,false,false,25,
03/15/2020 09:00:00 PM,092XX S ABERDEEN ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,22,
07/12/2020 12:00:00 AM,025XX S DEARBORN ST,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT $300 AND UNDER,РЕЗИДЕНЦИЯ,false,false,1,
08/26/2020 06:00:00 PM,037XX W 113TH ST,Кража,$500 AND UNDER,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,false,22,
08/07/2020 06:00:00 PM,008XX W EVERGREEN AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,18,
07/20/2020 04:25:00 AM,005XX S OAKLEY BLVD,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,12,
02/02/2020 06:25:00 PM,055XX W THOMAS ST,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,15,
